7.51482	-0.309386
7.60459	-0.265007
7.6134	-0.209506
7.57284	-0.104941
7.5408	-0.0028211
7.49085	0.132075
7.40269	0.220248
7.27864	0.332836
7.0752	0.483872
6.80681	0.606549
6.46012	0.686853
6.05977	0.693311
5.72298	0.721291
5.32549	0.653313
4.88001	0.670877
4.30522	0.972458
2.99039	0.982217
1.9233	0.741069
1.07216	0.00819904
0	0
0	0
3.13367	0.350023
3.73531	0.814664
4.09705	1.15847
4.35888	1.37456
4.69859	1.26848
5.50041	0.96763
6.0978	0.837756
6.34155	0.902612
6.47245	0.900393
6.54494	0.822515
6.62429	0.693233
6.72441	0.511171
6.90723	0.324278
7.03629	0.172509
7.12297	0.0749186
7.26174	-0.0839944
7.3079	-0.178032
7.32841	-0.250773
7.3983	-0.290154
7.58998	-0.0833965
7.60478	0.00778304
7.57968	0.0963207
5.01566	0.619437
4.94977	0.60975
4.85027	0.828868
7.51221	-0.275988
7.48119	-0.258428
7.48401	-0.228769
7.47182	-0.194158
7.45264	-0.140551
7.40304	-0.0435171
7.33761	0.0341097
7.30633	0.0957001
7.27325	0.154139
7.24411	0.202864
7.1886	0.274348
7.13965	0.343333
7.04132	0.43738
6.96443	0.517466
6.87041	0.60876
6.77419	0.676832
6.67169	0.732217
6.54955	0.791891
6.2799	0.858275
6.01021	0.845222
5.80231	0.792836
5.67257	0.766381
5.42634	0.802029
4.74367	0.949055
4.35387	1.148
4.09523	1.19694
3.67918	1.25853
3.33818	1.13574
2.94604	1.0655
2.44234	0.840284
2.30008	0.604624
1.40434	0.31518
0.656227	0.0035469
7.55566	-0.0569086
7.56832	-0.0450329
7.55837	0.0437844
7.52148	0.0618347
5.07541	0.635443
4.98919	0.601945
4.82163	0.685288
4.66651	0.75276
7.56313	-0.285467
7.40708	-0.25377
7.55165	-0.218787
7.40361	-0.221853
7.53781	-0.173861
7.42854	-0.0961529
7.46768	-0.024126
7.30071	-0.0292066
7.41841	0.0462628
7.1952	0.108024
7.35971	0.166226
7.06588	0.302514
7.27237	0.280156
6.91286	0.481115
7.11654	0.429807
6.83667	0.569871
6.90453	0.588936
6.69385	0.726659
6.65068	0.701966
6.42224	0.828226
6.33249	0.775927
6.12539	0.828546
5.98701	0.773229
5.1134	0.851479
5.09749	0.951417
0	0
7.564	-0.0782092
7.59672	-0.0454509
7.57366	9.73334e-06
5.19702	0.665744
4.97117	0.583074
4.91786	0.625564
7.46009	-0.299714
7.36211	-0.114209
6.57878	0.812944
6.39353	0.89524
6.15648	0.889628
5.62306	0.735246
5.81008	0.811482
5.1334	0.74393
4.42375	0.973047
4.37083	1.238
3.59693	1.1794
4.08251	1.32427
2.61606	1.04464
3.61238	1.125
2.029	0.757957
3.09625	0.757262
0.488736	0.0600473
2.30674	0.208465
7.59401	0.0426854
7.50863	0.101151
4.91577	0.669238
4.51081	0.890648
7.54026	-0.297176
7.36255	-0.270464
7.57903	-0.242122
7.39133	-0.186833
7.5202	-0.123288
7.52308	-0.0647685
7.23753	0.0546684
7.39696	0.11273
7.16553	0.164131
7.33452	0.216694
7.0514	0.229837
7.223	0.343858
6.81274	0.416496
7.03822	0.500571
6.7763	0.657425
6.80998	0.643268
6.63125	0.784575
6.52396	0.744424
6.50563	0.850546
6.18541	0.791075
6.20394	0.881655
5.85632	0.794632
5.88658	0.815455
5.59315	0.866738
4.74272	1.11753
3.88853	1.22583
3.32196	0.981145
1.72719	0.43737
2.35382	0.414162
7.58432	-0.0925382
7.58464	-0.0210341
7.58468	0.0225731
7.55328	0.0781969
5.2064	0.659575
4.95321	0.58694
4.90661	0.624554
4.77205	0.775748
7.45882	-0.282981
7.54684	-0.261709
7.40929	-0.238719
7.54565	-0.201946
7.38067	-0.159794
7.33367	-0.14813
7.32828	-0.06561
7.43796	0.0146695
7.21538	0.0805535
7.37529	0.144432
7.14884	0.187285
7.30377	0.248608
7.03897	0.336877
7.16845	0.391129
6.88236	0.519994
6.96416	0.557406
6.73819	0.690361
6.73324	0.677925
6.27965	0.900462
6.00308	0.867478
5.63604	0.754439
4.77534	0.770483
4.53504	1.24743
3.65951	0.997374
2.45817	0.902517
2.6704	0.555222
0.447908	0.18275
2.3305	0.256685
7.5479	-0.0290066
7.55456	-0.0238885
7.56877	0.0686811
4.97523	0.649126
4.93711	0.629076
4.83135	0.742935
7.56184	-0.270216
7.44167	-0.273389
7.54872	-0.247818
7.35639	-0.200372
7.59937	-0.158344
7.48925	-0.0759701
7.19455	-0.00535195
7.45597	0.0918185
7.12449	0.137207
7.39391	0.201769
7.12002	0.221486
7.29113	0.313773
6.99565	0.388034
7.11093	0.460774
6.74091	0.630303
6.8795	0.60884
6.62576	0.772797
6.58906	0.709406
6.22941	0.75539
5.86989	0.774184
5.5385	0.72659
5.45092	0.891408
5.03581	1.12366
4.21167	1.05589
4.22001	1.30018
3.31483	1.14675
3.71933	1.16549
2.34237	0.948263
3.14425	0.846931
1.46022	0.391056
0.216353	-0.0471357
7.57164	-0.070579
7.57973	-0.0650981
7.55018	0.0202941
7.53346	0.0294323
5.03577	0.612459
5.00631	0.599671
4.85087	0.672613
4.79387	0.701615
7.48637	-0.287831
6.52168	0.85818
6.41877	0.916657
6.2382	0.890004
5.7383	0.772897
5.86611	0.873814
5.41556	0.721927
4.55878	1.20392
4.02087	1.10075
4.0837	1.2542
3.05253	1.05982
3.92169	1.01749
1.6048	0.429989
3.47396	0.610875
0.968355	0.271375
7.53129	0.117155
4.55121	0.91897
7.58194	-0.21458
7.55893	-0.139235
7.40797	-0.127126
7.5042	-0.0153829
7.21635	0.0231782
6.99526	0.313614
6.91312	0.403621
6.46611	0.855065
5.70716	0.765117
5.52896	0.846657
5.26766	0.774538
4.90183	1.11012
4.56392	0.95595
4.34827	1.20481
3.82134	1.19385
3.6217	1.20394
2.92162	1.09492
2.92364	0.954029
1.87342	0.503898
7.51533	-0.25995
7.4481	-0.233179
7.51682	-0.215399
7.42786	-0.176452
7.31386	-0.0994443
7.36723	-0.0546279
7.41959	-0.0172661
7.27975	0.0602373
7.34103	0.116864
7.21425	0.172874
7.24569	0.260982
7.11914	0.310171
7.10938	0.413578
6.96583	0.487772
6.97654	0.529077
6.79833	0.660014
6.76412	0.667837
6.61919	0.78579
6.39731	0.878231
6.35349	0.910623
6.13192	0.868837
6.11667	0.882298
5.52531	0.708834
5.68609	0.873523
5.25719	0.684298
4.92682	0.808913
4.69038	0.769428
4.37856	1.29756
3.88564	1.08982
2.80966	1.02752
3.65474	1.00442
1.66355	0.465951
3.1077	0.587957
7.58417	-0.274781
7.44453	-0.256884
7.51972	-0.223924
7.32046	-0.214066
7.57594	-0.191408
7.50547	-0.0998955
7.4341	-0.0349719
7.28042	-0.0588473
7.07884	0.120517
7.4464	0.176953
7.13289	0.287795
7.34775	0.271095
6.98571	0.460458
7.18394	0.394093
6.67708	0.61069
6.9495	0.541634
6.58593	0.767074
6.65033	0.629218
6.43188	0.766431
6.27344	0.673949
6.07583	0.766266
5.89326	0.711541
5.28693	0.918906
5.26523	0.946008
7.4854	-0.279547
7.51739	-0.245957
6.515	0.874276
6.43977	0.908097
6.25241	0.907693
5.94517	0.828909
4.25543	1.30589
3.86477	1.1588
1.9503	0.69414
3.47473	0.794588
7.53903	-0.280757
7.36654	-0.252075
7.60926	-0.237416
7.43901	-0.207706
7.4985	-0.157647
7.34593	-0.0899377
7.32304	0.00319935
7.36382	0.0711432
7.23756	0.131233
7.30276	0.184306
6.9716	0.24839
7.20718	0.311554
6.82726	0.497289
7.04625	0.472699
6.86498	0.591726
6.84468	0.631186
6.69601	0.733524
6.60176	0.744664
6.44709	0.882789
6.30018	0.817556
6.24513	0.881779
5.98111	0.812676
5.94337	0.849549
4.97078	0.759761
4.93822	0.957947
7.4313	-0.295216
7.288	-0.131335
6.57222	0.795655
6.3411	0.878369
6.07467	0.867341
5.56771	0.695147
5.7177	0.790103
4.99342	0.701671
4.32798	0.984547
4.52435	1.31876
3.35545	1.1199
3.90036	1.31652
2.2927	0.944654
3.2792	1.1258
2.11564	0.768069
2.73997	0.687155
0.504897	0.216014
7.36577	-0.236022
7.47627	-0.110492
7.47839	0.0207213
7.156	0.0872958
7.41852	0.150268
7.33779	0.251095
7.19164	0.384811
6.79289	0.543628
6.97985	0.54232
6.67087	0.71361
6.7223	0.65705
6.53169	0.75855
6.38637	0.734553
6.21567	0.821814
6.00342	0.735746
5.90801	0.815376
5.758	0.800684
5.58972	0.743949
5.29348	0.877978
4.5724	1.13015
4.11832	1.11831
3.98112	1.29363
3.45957	1.21493
3.35968	1.12324
2.51336	1.00799
2.7852	0.849294
1.7448	0.4784
7.48763	-0.304569
7.46199	-0.0865676
7.18545	0.214434
7.06518	0.3699
6.57056	0.825061
4.24859	1.38732
7.59619	-0.226226
7.37961	-0.210636
7.52976	-0.148393
7.4225	-0.109892
7.53058	-0.0354451
7.27049	0.0123157
7.4353	0.0683152
7.15918	0.12263
7.37691	0.183673
6.98209	0.274835
7.28312	0.296443
6.87008	0.450623
7.11459	0.444589
6.78807	0.60135
